example	label	target	dataset
<user> <user> <user> we need the media to quit making everything about race according to them every white person is a white supremacist and yes i blame the media	noHate	{'None'}	twitter
<user> <user> <user> duh of course he gonna be famous in south africa but taylor is white as f but still famous in asia aus europe etc even south africa	noHate	{'None', 'Caucasian'}	twitter
<user> haha i was questioning for so long because sometimes i felt physically attracted to men but never sexually but i am now comfortable identifying as queer 💛 ✨	noHate	{'None', 'Homosexual'}	twitter
<user> its because stan twit hates on every white person 💀 💀 💀 like bro its not that serious	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> no one leaves home unless home is the mouth of a shark for a long time iraqi asylum seekers and refugees have tried by their hashtag stand with iraqi refugees to tell the world why were they fled iraq live unbearable wait to reach resettlement countries	noHate	{'None'}	twitter
<user> you should have just asked them one question why are christian and hindu girls abducted raped and converted to islam forcibly in pakistan and why is the government not able to stop jihadis from doing that continuously despite their own pm acknowledging it publicly	noHate	{'None'}	twitter
<user> a person can have fun and also have been raped before those are not mutually exclusive and one has no bearing on the other the fuck is wrong with people	noHate	{'None'}	twitter
let straights straight and dykes dyke in peace and stop being such an academic fucking sissy show off about every damn thing you are not smart you are annoying sh	noHate	{'None', 'Homosexual', 'Other'}	twitter
<user> <user> <user> they are the best man the ultimate muslim shoe white ones are doubly good reflective ones triply	noHate	{'None'}	twitter
for such a queer campus berkeley undergrads was so heterosexually slow oh my god	noHate	{'None', 'Homosexual'}	twitter
<user> <user> the people who used to believe that in <number> were all white people high on lsd	noHate	{'None'}	twitter
seriously get to a therapist or a decent honky tonk bar they can help you	noHate	{'None'}	gab
politicians using ss tactics to force illegal refugees on villages towns now dublin is full to brim propaganda calling everyone who questions racist facist populist using media rte etc to get message across threatening families who do not want refugees with force storms ahead	noHate	{'None'}	twitter
trump has no use for immigrants but dictators are fine wow	noHate	{'None'}	twitter
can not stop thinking about the gay rats from arthur i hope they had a good honeymoon	noHate	{'None'}	twitter
1 h de retard au work shessh	noHate	{'None', 'Disability'}	twitter
happy birthday to my bad bitch <user> i may hate you but man i have never thought i would still have my bff on my side for the last something years thank you	noHate	{'None'}	twitter
me being a faggot on campus	noHate	{'None', 'Homosexual'}	twitter
imagine thinking that <user> is a homophobe because he said faggot once lmao could not be me	noHate	{'None', 'Homosexual'}	twitter
fox news is so desperate to change subject they are now talking about how robert de niro got upset waiting for his ride and how full of white privilege he is and oh how he used to be a good actor wow pitiful wtf tucker	noHate	{'None'}	twitter
<user> <user> hi idiot what about ramalingam who kiled by jihadi pigs and by the way he was tamil dalit hindu	noHate	{'None', 'Hindu', 'Islam'}	twitter
<user> <user> it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all white supremacy nazis not all of them voted for you suck it up buttercup	noHate	{'None', 'Other'}	twitter
<user> <user> what wrong that she calling them white supremacists when they are literally jewish	noHate	{'None', 'Jewish'}	twitter
evelyn got white ass parents and grandparents she is not a negro by any means let that shit go	noHate	{'None', 'African', 'Caucasian'}	twitter
en zo is dar die taqqiya moslim moet gewoon oprottn naar marokko	noHate	{'None'}	gab
my bf informed me that with <date> releases the basic white girls loving psls scarves and fall decorations as if he does not watch football all of saturday and sunday while drinking beer and eat shitty food shouting saturdays are for the boys psh basic white boys	noHate	{'None', 'Caucasian', 'Men'}	twitter
<user> yeah lil white boy got them moves lol	noHate	{'None', 'Caucasian'}	twitter
mom come pick me up white boys are punching holes in the walls	noHate	{'None', 'Caucasian'}	twitter
<user> a white boy that can not shoot 😭 i be mad as hell i can shoot better then one of they ass	noHate	{'None', 'Caucasian'}	twitter
<user> but if a white person is singing a song that says nigga in it people get mad why is not this the same with faggot or bitch etc because the n word is used differently than other words it because in context nigga is the exception not the rule	noHate	{'None', 'Homosexual', 'African', 'Women'}	twitter
where tf do pple b finding these fine ass niggers	noHate	{'None', 'African'}	twitter
<user> no one cares what you say remember when you raped children we do nice platform shoes you wear pu y	noHate	{'None', 'Other'}	twitter
an older vegan lesbian slipped me her number at work today guess my queer status is v obvious 😂	noHate	{'None'}	twitter
<user> <user> how about he first faces all the women he raped and groped and abused you demand that too right	noHate	{'None'}	twitter
my favorite <user> album is electric circus yeah fuck you too	noHate	{'None'}	twitter
acts <number> <number> what the devil created white people have done all over the world to this very hour the white devil armies of trump marching all over this world doing the bidding of satan in america and devil israel of satan murdering killing slaughtering the dark skinned	noHate	{'None', 'Caucasian'}	twitter
<user> <user> <user> <user> meh call it what you will women still need to be protected from homosexuals usurping their traditional spaces	noHate	{'None'}	twitter
<user> would ya get a load of this nigger lmao	noHate	{'None', 'African'}	twitter
playing the most niggery of music on the way to work to compensate for working for the white man	noHate	{'None', 'African', 'Caucasian'}	twitter
you all asking that white ass man to press hope about the cns twists is the equivalent to when jay park spoke to white ass man <number>	noHate	{'None', 'Caucasian'}	twitter
two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece	noHate	{'None'}	gab
<user> <user> <user> i could make the same argument to you whacko like sherm have gone nuts over one facet of this law illegal immigrant but this is about protecting the little guy against slum landlords harassment good citizens do not threaten illegal immigrants they should just call	noHate	{'None'}	twitter
i always fucking hated when i saw book bonnie gifs with holland roden there technically nothing wrong with it because book bonnie a white redhead but i still hated it	noHate	{'None'}	twitter
i think i could dunk on a kangaroo if i really put my mind to it fr posterize that nigga	noHate	{'None', 'African'}	twitter
and then suddenly shes not yo hoe no mo	noHate	{'None', 'Women'}	twitter
it so funny to me that whoever hates on tøp the clique will find them and play along kdkjskjssjk	noHate	{'None'}	twitter
also tuca and bertie	noHate	{'None'}	twitter
<number> my adoptive mom also went nuts all the time when i was a child and would chase me around the house to hit me or lock me outside sometimes making me sleep in the cold this caused me to date similarly abusive women	noHate	{'None'}	twitter
plus the media knew in the <number> how bad paedophilia sexual abuse and rape was within westminster and the paki community special branch set up pie especially to spy on and blackmail psedophile ministers saying they e only just found out is a complete fucking lie	noHate	{'None', 'Arab'}	gab
<user> <user> <user> you must understand dear media is under globalist and globalist wants civil war in the world that why they using islamists ppl in europe against white n india also	noHate	{'None', 'Arab'}	twitter
<user> the adl does not think it okay to be white simplified	noHate	{'None', 'Caucasian'}	twitter
being told by a straight white sketch instructor that my content was too gay too muslim when only one sketch was about a gay person and none were about muslims yum happy tuesday to my qpoc comedy babes	noHate	{'None'}	twitter
i stole a parking spot from a white boy this morning happy october 🧡 🍂 ✨	noHate	{'None'}	twitter
<user> it just the way u called her a dry ass white bitch it so funnyajjsjdhdh	noHate	{'None', 'Caucasian', 'Women'}	twitter
we will get them back the gindu mussie group or the anti american lefty antif group will find a place and time to return them	noHate	{'None', 'Islam'}	gab
<user> <user> <user> <user> imagine making fortnite references to insult someone i can tell ur a mad <number> year old that scams for accounts i hope ozzy gets raped by ur snobby carer	noHate	{'None', 'Other'}	twitter
<user> i fucking hate you ziad	noHate	{'None'}	twitter
<user> o mere pseudo liberal there is diff between refugee and illegal immigrant	noHate	{'None', 'Refugee'}	twitter
<user> <user> i am stating that someone who is homophobic cannot play a queer character	noHate	{'None'}	twitter
<user> what about the women that have accused you of sexual harassment and raped should not you be meeting them impeachment now	noHate	{'None'}	twitter
<user> <user> <user> tahir gora of tag tv discussed d same issue intodays programme as well how ppl of pak origin becomes jihadi these days they r threatening them in canada these days	noHate	{'None'}	twitter
<user> ok this is retarded i kinda expected a more obscure topic not that fucking garlic ain t onions	noHate	{'None', 'Disability', 'Other'}	twitter
<user> need burnol btw u seem to be literate enough to read the word refugee in that sentence and if you cant may allah subhanu wata ala help you	noHate	{'None'}	twitter
ok these are not remaining funny alas nonbinary culture is reading a queer sf f novel and getting hopeful when a character is referred to as they only to realize they will be gendered later 🙄 🤦 ‍ ♂️	noHate	{'None'}	twitter
<user> i have never had it lmao 👀 glad i did not	noHate	{'None'}	twitter
btw she also said that hitler dindu nuffin	noHate	{'None', 'Jewish', 'African'}	twitter
the homos are finally getting married this wedding season is about to be queered up make my queer little heart glad	noHate	{'None', 'Homosexual'}	twitter
<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty	noHate	{'None', 'Homosexual'}	twitter
me listening to fag by <user> any other femmes out there get called lesbian by cis boys in high school and vehemently denied it but now you are a raging queer just me k	noHate	{'None', 'Homosexual'}	twitter
<user> extreme butoden budokai tenkaichi are good but a lot of the newer stuff including battle of z is just really bad because of the art style never really liked tadayoshi yamamuro new art style they all look shiny and stiff with very boring poses	noHate	{'None'}	twitter
all you gotta say is fuck me then it gon always be fuck you too 💯	noHate	{'None'}	twitter
sometimes i feel sorry for frail old white people and then i remember they d probably call me a faggot and my dad a terrorist so then i am ok 😌	noHate	{'None'}	twitter
unconfirmed backstory white girl refers to black girl as nigger on facebook black girl responds to prove her wrong	noHate	{'None', 'African', 'Women'}	gab
moslem 1 st lady	noHate	{'None'}	gab
<user> <user> <user> <user> in the newspapers the guy used a samurai sword school attacks with samurai swords are really specific morné harmse white nerdy terrorist killed african people anton lundin pettersson white nerdy terrorist hate crime adam lanza white nerdy terrorist sexism	noHate	{'None'}	twitter
can my white kpop stanning friends pls stop fetishising asians it so ugly and yall be making people uncomfy	noHate	{'None'}	twitter
<user> and why you broke your silence after a year of your harassment is not it strange angeza that meesha was harrased and she reported and blamed ali one year later i mean she realized after one year that she has been harrased or she was a child	noHate	{'None'}	twitter
this patient is like x school is full of black people ghetto stop right there bitch self hating fuck you do not get a free pass to say racist shit because you are half black	noHate	{'None', 'African', 'Women'}	twitter
some nigga got mad at me that i did not respond to his snap last night i woke up to a damn fuck you too i am just wondering do dudes think this works like do they think i am gunna change my mind now idgi	noHate	{'None'}	twitter
i love white women	noHate	{'None'}	twitter
breona that my dyke 🤣	noHate	{'None', 'Homosexual', 'Women'}	twitter
the chicken head is my fav dance idc i am ghetto lol	noHate	{'None', 'African'}	twitter
religiously speaking muslim women the best women reason i can no longer identify w christianity	noHate	{'None'}	twitter
this guy thinks uk police pms mps councillors actually do their jobs <number> million white children raped by pakis numbers covered up by those above not doing their jobs	noHate	{'None', 'Islam'}	gab
she is gay	noHate	{'None', 'Homosexual'}	twitter
<user> the bad bitch life is not for everyone	noHate	{'None'}	twitter
can eme*y <censored> stop clapping the hook nose prick	noHate	{'None'}	twitter
<user> <user> are you of the thought that a beaten woman is deserving if she provokes her partner or that women by wearing skimpy clothes provoke and deserve to be raped provocation is no excuse	noHate	{'None'}	twitter
<user> hi adrian i d love to send you a review copy of my weird little picture book for grown ups about mental health and dog rescue it the story of a queer woman me navigating c ptsd triggers and childhood trauma to help herself and her sweet rescue dog heal	noHate	{'None'}	twitter
<user> <user> this is not against muslims the illegal immigrants are from bangla desh and they are muslims if a non muslim comes from bangla desh then he is coming not for rozi roti but for freedom from religious atrocities so he will be a refugee	noHate	{'None'}	twitter
brampton ontario so a muzzie takes an arab to court not a punchline do canadians really welcome all cultures not anymore not landlords or dentists or medical people or schools because theyre all being sued canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria immigrants migrants	noHate	{'None', 'Islam', 'Arab'}	gab
<user> please excuse the language i think the word nigger does not pertain to every black person if i have to hear it be used in this shit crap they call music nowadays it open for use	noHate	{'None', 'African'}	gab
<user> disarming people genocide of <number> million jews <number> million armenians <number> million white christian russians <number> million chinese	noHate	{'None'}	twitter
<user> i d get raped for a rational debate	noHate	{'None'}	twitter
<user> i prayed for you today your life means a lot so he should give you your heart desire before you kill yourself	noHate	{'None'}	twitter
they playing a lot of ethnic music at this white ass wedding	noHate	{'None', 'Caucasian'}	twitter
<user> well we have the weapons imprisoned immigrants are now law breaking and dirty the white supremacists are doing their part by providing multiple atrocities we have the belligerent blowhard we have simmering anger with the income inequality what are we missing	noHate	{'None', 'Refugee', 'Other', 'Caucasian'}	twitter
i hate you so much right now for bringing that damn bacteria back to the tl <user> literally looks like a bottled yeast infection	noHate	{'None'}	twitter
on god some of you niggas need to be euthanized and hung no cap straight fucking incels	noHate	{'None', 'African', 'Men'}	twitter
got oomf to like jihadi by azealia i win	noHate	{'None'}	twitter
raskal redical islamist muslims in switzerland are demanding that the white cross be removed from the swiss national flag because as a christian symbol it no longer corresponds to today multicultural switzerland save the world from them 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🔱 🔱 🔱	noHate	{'None'}	twitter
<user> girl fuck you too 😂 🖕 🗣	noHate	{'None'}	twitter
dam shit sad if your for african american people you are president they look for ways to impeach you but if you are white for illegal immigrants nothing happens america is racist it ll never change were facing extinction they hate us for what they have done to us	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> but nobody is above the law illegal immigrants have raped and murdered ppl with no consequences but nobody is above the law	noHate	{'None'}	twitter
<user> ban internet is a human right violation wow rape of women loss of house and motherland that kashmiri hindus faced due to islamist jehadis is not a human right violation clap for tg	noHate	{'None'}	twitter
saudi arabia who behead more people than isis is welcome in uk jihadis are welcomed back in uk conservative journalists in their <number> are terrorists deported denied entry in uk trump is vilified moslem khants say he not welcome in uk he is welcome to the uk asylum hahahahahahahahahha	noHate	{'None'}	gab
back to the old you can not say nigger in a rap unless you are black thing not even if you call yourself ninja and have blue hair	noHate	{'None', 'African'}	gab
my dad a weird ass bitch	noHate	{'None', 'Men'}	twitter
women are just better ppl than men period still rather be a guy but yeh you all dope thx	noHate	{'None'}	twitter
sprinkling adderall on my morning bagel hi i am calling to schedule an outlook meeting with your director if you could return my call	noHate	{'None'}	twitter
tw homophobia me vs hating myself because im queer and poly more likely than you think	noHate	{'None'}	twitter
<user> but are not the screamers white too how do they know she is not a holocaust survivor	noHate	{'None'}	twitter
when young thug said my bitch a virgo but she actin like a pisces i became a horoscope slut	noHate	{'None'}	twitter
<user> <user> stacey dash commits black on white violence against her white husband	noHate	{'None'}	twitter
some more heeb degeneracy	noHate	{'None'}	gab
did not a nigger just shoot up a white church just wondering because i have not seen any politicians or media people screaming for any all to disavow black supremacy	noHate	{'None', 'African'}	gab
before anyone passes judgement i wanna let it be known that im <percent> trailer trash	noHate	{'None', 'Minority', 'Caucasian'}	twitter
<user> ideal image girl it was full of white oriole so i wasn t surprised but i figured since they claimed to have the laser i would be good they were so dramatic i about it too like i will never go there again	noHate	{'None'}	twitter
<user> it okay to be white i love everyone the same no matter the color of their skin and only judge people by their character	noHate	{'None'}	twitter
love getting fucking condescended to by the cis telling me im reductive and need to calm down bc i simply mentioned to a largely queer qnd inclusive group of ppl that certain devs are transphobic so they could save their money and said cis wouldnt let it be	noHate	{'None', 'Homosexual'}	twitter
<user> <user> <user> <user> <user> juanita broderick was raped so are you saying she wasnt a victim	noHate	{'None'}	twitter
if you are a white lady who ready to call me a nigger but in a loving way hit me up ❤️	noHate	{'None', 'African', 'Women', 'Caucasian'}	twitter
<user> like here when they call a white shooter a mentally disturbed gunman but anyone non white is a terrorist yet our fake president and his followers seem to think the immigrants are bringing violence	noHate	{'None'}	twitter
<user> <user> i am not accusing anyone of anything but when some things are said you know it embedded in racism ok so she is accusing people of racism btw as all americans consider themselves immigrants this phrase is not racist and it been used at me a white guy	noHate	{'None'}	twitter
how do you remove history he was homosexual and you want to white wash the character with not one but two girls reader discretion is advised	noHate	{'None'}	twitter
islam is founded on the principle of facilitating good and preventing harm all of its laws revolve around this concept	noHate	{'None'}	twitter
anyway ladies and femme adjacent folk if you ever need to feel empowered enough to fight literally anyone and generally be a colossal bitch please give panty and stocking a go or at least listen to the soundtrack	noHate	{'None', 'Women'}	twitter
new orleans already got a reputation for violence you all want ppl to attack the tourists now	noHate	{'None'}	twitter
why do ii hate you damn it just too many reasons	noHate	{'None'}	twitter
stop being lazy and write some real jokes instead of just saying paging doctor faggot lol he said a slur therefore its funny	noHate	{'None', 'Homosexual'}	twitter
la tradución es una mierda kike soy español y ponen vuestra base de ingles de mierda de izquierda comunista	noHate	{'None', 'Jewish'}	gab
<user> yeah while i do not agree with horrible acts of violence angela is taking revenge as a queer person on these horrible bullies especially the pedo carelessly there for shock sure but also early 8 0 was much different rape and revenge movies were still look at as empowering	noHate	{'None'}	twitter
male feminists white knights secretly think women are retarded so it makes sense to infantilize their choices	noHate	{'None'}	twitter
<user> honestly if god is real that mfer needs to send another flood or something this shit is just straight monsterous add white americans obsessed with anime to the deadly sins list	noHate	{'None'}	twitter
some of you all really letting a nigga in a maga hat tell you about our lord and savior lmao go away in <number> pls	noHate	{'None', 'African', 'Men'}	twitter
justin looking mighty fine in his white polo shirt	noHate	{'None'}	twitter
do not get me wrong i am a hoe for all of them but oof hoseok brings something out of me i never thought i had	noHate	{'None', 'Women'}	twitter
mfs called me boujee and told me i talk like a white girl 🙄 sorry your ghetto ass does not know proper english and have zero class	noHate	{'None', 'Other'}	twitter
<user> multiple jews and <number> minorities in that picture some white nationalists huh lmao	noHate	{'None'}	twitter
<user> <user> if you do your research you will learn that more white people collect abuse the system the take away is that this stereotype being perpetuated by the right wing that it primarily people of color and immigrants is dead wrong	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> <user> <user> unfortunately people will get offended <percent> of them white people getting offended for blk people	noHate	{'None'}	twitter
<user> do not do that bro watch out for them white folks lol	noHate	{'None'}	twitter
you all blame everybody and they momma except the nigga that cheated on you	noHate	{'None'}	twitter
<date> is a tuesday the hefty pric ei must pay to see svt live	noHate	{'None'}	twitter
however now that gay men are being called transphobic you clutch your pearls first they came for the lesbians and i did not speak out because i wasn t a lesbian then they came for all women who dared to question and i did not speak out	noHate	{'None'}	twitter
zionism is the epitome of evil we must demand that the us congress ceases the funding of the atrocities committed by zionists against palestinians gazans lebanese any other muslim country or people iran will never bow to israel or saudi arabia the world will not either	noHate	{'None', 'Jewish'}	twitter
they all look amazing	noHate	{'None'}	twitter
my classmates sniggered i remembered getting somewhat offended but i shrugged it off what they do not get i am making assumptions at this point is how significant it is to have a queer singer singing a queer song for queers for queer empowerment	noHate	{'None', 'Homosexual', 'Minority'}	twitter
<user> <user> <user> any race other than white are considered poc if asians are just asians then blacks are just blacks mexicans are just mexicans and so on	noHate	{'None'}	twitter
new single called freak bitch dropping <number> <number> it one of them jawns u keep on repeat on 🤟 🏾	noHate	{'None'}	twitter
if u order an almond milk cappuccino i automatically hate you	noHate	{'None'}	twitter
if i get another phone call i am turning this hoe off till tomorrow	noHate	{'None', 'Women'}	twitter
no i do not want to be your homie no we not friends no i do not wanna blow tree with you kill yourself	noHate	{'None'}	twitter
you know chris brown the shit when you see multiple dykes grinding and winding and screaming for him	noHate	{'None', 'Homosexual'}	twitter
<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> jesus loves people who save children by separating them from the sex traffickers sneaking them across the border to be raped by adults trump is doing god work in saving so many children from a lifetime of rape	noHate	{'None'}	twitter
without kd gsw would have <number> championship they need that nigga badly	noHate	{'None'}	twitter
karmas a bitch and she aint pretty 😪	noHate	{'None'}	twitter
joro is a fucking banger zanku sound don block una ears	noHate	{'None'}	twitter
set my lil brother bail at half a mill rat ass niggas	noHate	{'None', 'African'}	twitter
<user> i will unfollow until joker comes out please dont kill yourself by then	noHate	{'None'}	twitter
when life is crumbling you can reply on white men to tell you how much they hate your dyed hair and choice in music bro i dont even like you next	noHate	{'None'}	twitter
<user> <user> you certainly do not know the meaning of refugee do not you no one is targeting indian muslim or asking them to move law is targeted against illegals muslim i do not know you are idiot or ignorant who cannot differentiate things	noHate	{'None'}	twitter
these niggas be so weird out young and old do not know how to approach a female	noHate	{'None', 'Men'}	twitter
if you do not eat greens i know you can not fight popeye was whoopin ass off spinach nigga that shit got adamantium in it	noHate	{'None'}	twitter
they certainly learned the art of taqiyya quite well from their moslem overlords	noHate	{'None', 'Islam'}	gab
<number> pikey is worth <number> pakis	noHate	{'None', 'Asian'}	gab
lol white people who hate cops but dont live in the ghetto amuse me so much every one of yall acab black flag niggas shi look like a bag of mayo with blue veins running thru it	noHate	{'None'}	twitter
<user> hitler literally killed off <number> <number> of the world population of jews so who the badder bitch	noHate	{'None'}	twitter
holy fuck i swear these white bitches can not fucking drive dawg 🤦 🏻 ‍ ♂️	noHate	{'None'}	twitter
<user> <user> <user> except using drones to kill all those er younglings is that correct	noHate	{'None'}	twitter
see the bible is weird because there is cosmic horror but also a lot of god is my nice dad and god helps us kill all of our enemies for their sins of being our enemies	noHate	{'None'}	twitter
<user> <user> using your theory let us take it to the conclusion murdering blacks is was not right but murdering whites today is also wrong as well brutal gang torture rape of white women in <number> still wrong	noHate	{'None'}	twitter
<user> suspected illegal alien	noHate	{'None', 'Refugee'}	twitter
<user> u can argue the same for anyone else that been assaulted in a different way if u think all assault cases should not involve monetary settlement that <number> thing but the point is calling victims of rape prostitutes for settlement money is wrong and contributes to rape culture	noHate	{'None'}	twitter
<user> bitch im screaming at the top of my lungs 😩	noHate	{'None'}	twitter
lmao i go to retweet greg photo and this nigger got me damn socks on how 😂 😂 😂 🥴 😂 😂 😂 😂	noHate	{'None', 'African'}	twitter
<user> some of me mates play in that division and i must say they all look malnourished 😋	noHate	{'None'}	twitter
<user> is it wrong that i d pay fairly decent money to see him being raped by a labrador 🤔 and if it is is it more wrong than <number> dead due to tory austerity 🤔	noHate	{'None'}	twitter
<user> <user> i saw them and loved them 😍 i was like dino has made it now he can live on easy street 😇 😍	noHate	{'None'}	twitter
black people in ny have let so much goody behavior slide you all got a mexican infiltrating black gangs got white latinas talking bout being black is a vibe all that tough talk you all do and that how you all moving the ghetto	noHate	{'None'}	twitter
he said you can do that where them white people be at not here milestone	noHate	{'None'}	twitter
winter olympics white mans code for a nigger section in public	noHate	{'None', 'African'}	gab
<user> it more important to teach people how not to be disparate than to teach them not to steal sad story about your mother young men were raped in that time too as property	noHate	{'None', 'Men'}	twitter
a white man callin me brotha is way more offensive than them just callin me a nigger	noHate	{'None', 'African', 'Caucasian'}	twitter
<user> just fucking animals if women do not do as they say they will be raped and worse cut off his dick and let his ass bleed out they his ass suffer for the crime	noHate	{'None', 'Men'}	twitter
last night i had an old white pilot say the mayor of chicago is a lesbian black woman all in your face sir what in the entire hell are you trying to say get the entire f*ck <censored> out of my face	noHate	{'None', 'Homosexual', 'African', 'Women'}	twitter
blow up some buildings blow up a marathon rape women and murder a bunch of queers in a club stay all you want expose a democrat e mail conversation get the fuck out of the country liberal logic	noHate	{'None', 'Homosexual', 'Other', 'Men'}	gab
<user> <user> <user> <user> you called them white nationalists and racists when you are the only one bringing up skin color here put down the racism bud try being just an american for once	noHate	{'None', 'Caucasian'}	twitter
<user> places where white people are discriminated against south africa the middle east anywhere that is not europe or north america	noHate	{'None'}	twitter
<user> <user> <user> <user> <user> big problem for you since you think they all look alike	noHate	{'None'}	twitter
pretty sure reducing an entire language of a culture to meaningless vowel gibberish akin to ching chong ding dong is fucking racist my guy whether it intended or not is fucking irrelevant	noHate	{'None', 'Asian'}	twitter
go fucking kill yourself $trx is so much better than $bnb	noHate	{'None'}	twitter
fuck nigga call blocked me 😂 😂	noHate	{'None', 'African', 'Men'}	twitter
thank you douglas murray for this interesting observation about google type in black or asian couples under images you get just that type in white couples you will get everything but you have got to hide your racism better google	noHate	{'None'}	twitter
is it gay if i love both of my best friends and we are also all dating	noHate	{'None'}	twitter
he really thought eye was gonna move out his way tuh i swear boi dwights always tryna steal from blacks	noHate	{'None'}	twitter
feel phylliscitations to daff mr hairwigger who has just hadded twinned little curls he was resting between horrockses sheets wailing for white warfare prooboor welsht breton	noHate	{'None'}	twitter
ya niggas made amiri look dirty ya make everything dirty i hate you dirty mother fuckers ya make luxury items look dirty stick to white tees	noHate	{'None', 'African', 'Men', 'Caucasian'}	twitter
when donald trump extend his moslem ban to include the whole of planet earth	noHate	{'None', 'Refugee', 'Islam'}	gab
fox news houston reports a moslem woman was stabed by a non moslem once again it will be proved a fake stabing set up by cair	noHate	{'None'}	gab
made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles	noHate	{'None', 'Women'}	twitter
system some guy retards all of a cattery cats to make a pie or two	noHate	{'None', 'Disability', 'African'}	twitter
dawson smith with a triple and a taylorville timeout shoes lead <number> <number> with <time> left	noHate	{'None'}	twitter
this nigga tom brady finna have <number> rings	noHate	{'None'}	twitter
que all patriots fans bitching about a great pass and catch	noHate	{'None'}	twitter
cooper dindu nuffin sick of these fucking refs	noHate	{'None'}	twitter
<user> sounds a bit harsh you did not say anything hateful by any chance then again me dressed in a wig and calling the real me a faggot is now hate speech i am livid	noHate	{'None'}	twitter
our retarded asses got so damn lit last night we just now waking up 😩	noHate	{'None'}	twitter
<user> you let people under your care get raped	noHate	{'None'}	twitter
that diva munhoe gyal tweets excite aru that the life you all want	noHate	{'None'}	twitter
nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit	noHate	{'None'}	twitter
mds bui niggas gat me diving for conch in class	noHate	{'None', 'African', 'Men'}	twitter
and honestly i can not help but feel like if this was a white kid he would have been out on house arrest or some shit	noHate	{'None', 'Caucasian'}	twitter
every man i have seriously dated is a light haired light eyes white boy with a lil facial hair who is somehow mechanically or technologically inclined	noHate	{'None'}	twitter
i need a thread of gay bi sff authors gay bi men including trans men thanks who write sci fi and fantasy my list of known authors in that vein is very short i know dozens of queer women authors that i love i am just have a hard time finding my people	noHate	{'None'}	twitter
<user> a qawwali played from loudspeakers on mosques when hindus were being raped killed and chased out of kashmir it was qawwals which burnt the godhra train qawwals who bomb ppl qawwali was played when some muslims attacked mumbai qawwals broke the amar jyoti brilliant	noHate	{'None', 'Islam'}	twitter
<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive	noHate	{'Hispanic', 'None'}	twitter
i am white trash and i say it proudly	noHate	{'None'}	twitter
reason to not have kids getting hold of doctors is a fucking nightmare	noHate	{'None'}	twitter
<user> <user> <user> <user> ludicrous great grandchildren of refugees are artificially and purposefully kept in refugee camps like all other refugee descendants they should be considered resettled where they are	noHate	{'None'}	twitter
the only edgy free speech allowed is porn and communism the boomers and cuckservatives agree if you do not maybe i should just have my shitskin friends escort you off my platform	noHate	{'None'}	gab
without getting into too much detail the greater seattle area yes its hell on earth isnt it i feel like stranger in my own city surrounded by illegals asians and muzzies	noHate	{'None'}	gab
<user> why will there be muslim refugees from muslim dominated bangladesh	noHate	{'None'}	twitter
<user> i hope you are never kidnapped raped in a horrible accident because that cop that you were a dumb bitch to is exactly who you are gonna need to save you	noHate	{'None'}	twitter
<user> bro its cod bruh still wack imagine playin cod on fingers lmao shit is retarded	noHate	{'None'}	twitter
<user> this week in shitware computer aided pseudo phrenology with weak correlation let us see how this will and probably already has been misused will not be long before a smartphone app appears that predicts character traits based on social media data machine learning	noHate	{'None'}	twitter
<user> she a stochastic terrorist wants white children beaten raped she pushing amplifying this violent provoking frame up fake hate crime for all it worth	noHate	{'None'}	twitter
<user> um says the woman who openly and publicly called for violence and harassment on republicans 🤔 democraticlogic	noHate	{'None'}	twitter
<user> na actually buddhist christian sikh jain and hindu all were refugees and were allowed by indian government so they are living here legally but bangladeshi illegal immigrants are not so that why he cleared the air that all those refugess will not be asked to leave	noHate	{'None'}	twitter
<user> i fucking hate you lmao	noHate	{'None'}	twitter
<user> <user> i am not saying india is against the refugees or against the religion either india stand is we will accept refugees under our ability to serve them and under our constitutional law there no place in our society for infiltrator and illegal immigrants thx	noHate	{'None'}	twitter
<user> <user> very shamefull act ov a muslim country	noHate	{'None'}	twitter
called some nazi an american because of his intimations about the white race a term never used in hitler writings or that of any original nazi and one with a very different meaning than aryan race and he blocked me every time	noHate	{'None', 'Caucasian'}	twitter
